IDCNTRY,IDBOOK,IDSCHOOL,IDCLASS,IDSTUD,ME62271,ME62152,ME62215,ME62143,ME62230,ME62095,ME62076,ME62030,ME62171,ME62301,ME62194,ME62344,ME62320,ME62296,ME62271_S,ME62152_S,ME62215_S,ME62143_S,ME62230_S,ME62095_S,ME62076_S,ME62030_S,ME62171_S,ME62301_S,ME62194_S,ME62344_S,ME62320_S,ME62296_S,BSBG01,BSBGHER,BSBGSSB,BSBGSB,BSBGSLM,BSBGICM,BSBGDML,BSBGSCM,BSBGSVM,BSBGSEC,BSBG01_Z,BSBGHER_Z,BSBGSSB_Z,BSBGSB_Z,BSBGSLM_Z,BSBGICM_Z,BSBGDML_Z,BSBGSCM_Z,BSBGSVM_Z,BSBGSEC_Z
158,10,5023,502314,50231425,1,1,0,1,1,0,1,1,1,1,1,1,0,1,56.041,56.631,169.089,94.247,13.944,29.573,15.824,36.388,13.743,50.953,82.84,67.982,80.923,49.38,1,12.25657,10.00496,12.93734,8.76139,9.92675,10.31153,8.76168,8.34615,12.56518,0,1.174233693,0.444707367,1.062742058,-0.250312475,0.073660794,-0.115992741,-0.16998352,0.064473505,2.032475748
158,11,5023,502314,50231426,1,1,1,1,1,1,1,1,0,1,1,1,0,1,274.281,24.39,55.089,47.944,25.888,32.401,17.783,34.16,32.608,68.384,39.536,83.342,45.93,53.4,1,9.64761,10.70956,9.92809,13.84849,13.01885,7.41866,9.45004,13.48293,10.1686,0,-0.448697366,0.855017095,-0.586731179,2.540172477,1.636317524,-1.518798238,0.127476795,2.835376453,0.8325636
158,11,5024,502407,50240701,0,0,0,0,1,0,1,0,1,0,1,0,1,0,25.382,190.562,140.065,47.487,14.193,70.696,38.847,206.343,29.993,69.385,231.697,69.584,66.021,102.746,2,8.99877,8.08091,12.93734,9.13133,8.82274,10.67499,8.76168,7.70526,5.41269,1,-0.852315126,-0.675724696,1.062742058,-0.04738507,-0.484273509,0.060255651,-0.16998352,-0.281238009,-1.548610482
158,10,5024,502407,50240716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.319,30.105,96.649,27.686,16.052,48.454,43.655,67.887,21.76,65.984,29.8,50.861,43.308,49.131,2,11.48712,8.46096,8.84686,10.67004,8.82274,14.67371,10.84951,9.65438,9.52551,1,0.695589213,-0.454410175,-1.179390462,0.796661067,-0.484273509,1.99930801,0.732228361,0.770164301,0.510583319
158,11,5024,502407,50240717,0,1,0,0,0,1,1,1,1,1,1,0,0,0,40.92,79.993,173.405,195.517,44.69,69.639,15.025,46.925,17.954,105.982,57.286,84.41,113.034,97.013,1,9.64761,11.62252,12.93734,7.44727,11.65115,12.25252,7.97991,8.12441,8.99128,0,-0.448697366,1.386661104,1.062742058,-0.971161699,0.945122022,0.825228759,-0.507809006,-0.055138395,0.24310672
158,10,5025,502509,50250906,0,1,1,0,0,0,0,0,0,1,1,1,1,1,27.207,157.172,380.74,15.04,20.8,2.807,52.257,355.079,19.04,103.8,137.488,165.541,62.546,169.68,2,7.56439,7.08155,12.93734,6.198,7.04464,11.61733,8.79006,3.03682,6.44721,1,-1.744586319,-1.257682019,1.062742058,-1.656438012,-1.382873144,0.517213527,-0.1577197,-2.799507072,-1.030650258
158,11,5025,502509,50250907,0,1,1,1,1,1,1,0,1,1,1,0,0,1,46.977,66.722,94.687,67.768,21.512,75.242,14.237,23.434,32.432,81.903,70.896,63.057,29.166,40.657,2,11.19079,8.89725,10.41803,8.76139,9.92675,7.82995,9.22591,7.91135,7.68313,1,0.511254014,-0.200345413,-0.318178245,-0.250312475,0.073660794,-1.319356206,0.030623723,-0.170068095,-0.411853714
158,10,5025,502509,50250922,0,1,1,0,1,1,1,1,1,1,1,0,1,1,22.848,73.752,123.928,60.52,20.544,49.111,15.864,54.049,16.312,58.832,55.2,45.68,80.203,39.989,1,10.23835,8.89725,12.93734,8.37412,8.51896,10.31153,8.51577,7.70526,6.87554,0,-0.081221325,-0.200345413,1.062742058,-0.462746103,-0.637795019,-0.115992741,-0.276248362,-0.281238009,-0.816195338
158,10,5027,502701,50270115,1,1,0,0,0,0,1,1,1,0,0,1,1,1,19.212,28.392,121.085,42.149,11.384,4.456,14.026,46.005,11.92,83.114,9.203,19.881,44.58,29.776,2,6.52207,8.46096,12.93734,8.37412,8.82274,9.71101,7.678,9.35676,8.52147,1,-2.392972459,-0.454410175,1.062742058,-0.462746103,-0.484273509,-0.407195857,-0.638273071,0.609620899,0.007883725
158,11,5028,502807,50280702,1,1,1,0,1,1,1,1,1,1,1,1,1,0,66.71,58.607,158.062,91.459,50.445,50.123,23.469,40.043,41.632,68.079,47.224,50.006,86.728,54.631,2,8.99877,8.89725,9.28593,8.76139,11.65115,9.99445,8.51577,7.30474,8.52147,1,-0.852315126,-0.200345413,-0.938721121,-0.250312475,0.945122022,-0.269750624,-0.276248362,-0.497288151,0.007883725
158,10,5028,502807,50280717,0,1,1,1,0,1,1,1,1,1,1,1,1,1,11.853,21.512,89.416,33.515,69.771,23.572,8.96,35.192,8.928,57.281,31.422,19.374,40.71,55.673,1,9.03613,8.46096,11.18784,10.89898,9.52219,9.71101,14.06165,8.34615,8.52147,0,-0.829074944,-0.454410175,0.103781045,0.922244135,-0.130791975,-0.407195857,2.120287194,0.064473505,0.007883725
158,11,5028,502807,50280718,1,1,1,1,1,1,1,0,1,1,1,1,1,1,30.449,26.882,90.142,66.408,26.354,42.652,35.864,119.482,34.577,67.551,209.854,46.037,62.276,57.207,1,10.84499,7.73555,12.93734,7.95043,7.73983,8.44435,7.34181,7.50425,12.56518,0,0.29614548,-0.87683819,1.062742058,-0.695157608,-1.03154449,-1.021422425,-0.783550518,-0.389667648,2.032475748
158,10,5029,502905,50290512,0,1,1,1,0,1,1,1,1,1,1,1,1,1,16.768,73.16,112.088,27.239,21.728,17.208,26.104,59.657,13.392,31.839,30.513,71.287,48.321,53.575,2,12.25657,8.08091,6.68234,8.76139,13.01885,10.31153,10.12116,8.82228,7.28369,1,1.174233693,-0.675724696,-2.365838185,-0.250312475,1.636317524,-0.115992741,0.417487207,0.321309504,-0.611844078
158,11,5029,502905,50290513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.643,33.295,111.08,29.401,13.758,39.209,25.008,81.896,18.614,41.482,68.798,66.257,40.207,43.057,2,11.48712,8.46096,9.92809,10.05658,8.82274,12.25252,10.59469,8.34615,7.68313,1,0.695589213,-0.454410175,-0.586731179,0.46015286,-0.484273509,0.825228759,0.62211325,0.064473505,-0.411853714
158,10,5030,503002,50300201,1,1,1,1,0,1,1,1,1,1,1,0,1,1,30.031,48.952,122.489,63.503,27.815,22.688,19.336,52.528,20.205,34.393,37.058,85.16,67.768,139.968,1,10.84499,7.08155,11.18784,8.57095,9.15605,13.1082,10.84951,7.30474,8.09086,0,0.29614548,-1.257682019,0.103781045,-0.354776699,-0.315828402,1.240163619,0.732228361,-0.497288151,-0.207712738
158,11,5030,503002,50300202,0,1,0,0,0,1,1,1,1,0,1,0,1,0,73.8,60.402,180.534,237.718,23.216,68.215,23.425,63.079,27.64,47.735,56.104,51.145,81.447,70.443,1,8.3581,9.40801,11.18784,8.76139,9.15605,12.25252,8.51577,7.70526,11.02143,0,-1.25085065,0.097085465,0.103781045,-0.250312475,-0.315828402,0.825228759,-0.276248362,-0.281238009,1.259555846
158,10,5030,503002,50300217,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.008,64.912,265.111,67.96,3.52,2.24,1.832,6.68,2.855,8.024,47.697,20.183,86.624,96.592,2,9.03613,8.46096,12.93734,9.86638,8.82274,14.67371,9.45004,12.04145,12.56518,1,-0.829074944,-0.454410175,1.062742058,0.355820286,-0.484273509,1.99930801,0.127476795,2.057807396,2.032475748
158,11,5030,503002,50300218,0,1,0,0,0,1,1,0,1,0,1,0,1,1,51.196,27.192,113.949,49.222,23.297,33.727,30.992,44.336,45.896,29.898,109.125,55.128,75.984,73.239,2,10.26525,9.40801,12.93734,11.14859,13.01885,9.71101,11.12082,8.12441,4.74918,1,-0.064487896,0.097085465,1.062742058,1.059165553,1.636317524,-0.407195857,0.849469279,-0.055138395,-1.880814585
158,10,5032,503204,50320402,1,1,1,1,0,1,1,1,1,1,1,1,1,1,16.903,48.538,93.927,71.745,21.2,42.687,26.323,71.806,35.853,53.881,39.433,47.004,103.046,81.864,1,11.48712,9.40801,7.97425,13.84849,13.01885,6.82234,11.75008,8.82228,8.99128,0,0.695589213,0.097085465,-1.657697961,2.540172477,1.636317524,-1.807964697,1.121390771,0.321309504,0.24310672
158,11,5032,503204,50320403,1,1,1,1,1,1,1,1,1,0,1,1,1,1,12.257,31.143,100.393,48.152,23.135,43.961,18.144,45.035,13.757,48.847,42.28,50.6,54.96,97.032,1,10.23835,10.70956,12.93734,8.57095,10.92487,8.95449,8.51577,9.08085,8.52147,0,-0.081221325,0.855017095,1.062742058,-0.354776699,0.578081393,-0.774046222,-0.276248362,0.460788394,0.007883725
158,10,5032,503204,50320418,1,1,1,1,1,1,1,1,0,0,1,1,1,0,10.248,63.944,95.776,60.311,51.073,38.24,12.439,27.328,9.704,75.896,38.856,44.938,74.358,54.952,2,10.84499,13.27199,11.18784,10.25252,9.52219,11.10343,6.95612,10.34734,8.52147,1,0.29614548,2.347196992,0.103781045,0.567634062,-0.130791975,0.268014032,-0.95021835,1.143963628,0.007883725
158,11,5032,503204,50320419,0,1,1,1,1,1,1,1,1,1,1,1,0,1,11.384,154.523,76.953,20.453,20.522,48.871,26.558,113.9,14.075,48.232,36.715,31.076,37.904,35.343,2,11.48712,10.70956,9.05015,11.75478,13.01885,6.82234,15.85188,10.77308,12.56518,1,0.695589213,0.855017095,-1.067960234,1.391685864,1.636317524,-1.807964697,2.893897487,1.373618045,2.032475748
158,10,5033,503302,50330215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.736,24.823,30.792,39.64,10.344,21.489,9.92,27.272,6.328,22.751,32.36,10.664,25.608,37.088,2,10.26525,5.90263,8.22128,8.57095,10.38389,6.82234,12.59517,8.57829,7.28369,1,-0.064487896,-1.944202519,-1.522292337,-0.354776699,0.304685954,-1.807964697,1.486578664,0.189695417,-0.611844078
158,11,5033,503302,50330216,0,1,1,0,1,1,1,1,1,0,0,1,1,1,10.857,20.263,107.713,64.539,15.885,22.072,13.552,39.584,16.704,81.768,94.592,33.664,67.31,86.146,2,10.84499,8.08091,10.41803,8.57095,7.73983,9.71101,8.99736,8.12441,6.87554,1,0.29614548,-0.675724696,-0.318178245,-0.354776699,-1.03154449,-0.407195857,-0.068139359,-0.055138395,-0.816195338
158,10,5034,503405,50340507,0,0,0,0,1,0,1,1,1,0,1,0,1,1,40.447,73.232,164.392,73.896,29.136,131.544,51.696,135.176,63.248,73.8,361.976,13.6,17.928,88.896,1,10.23835,11.62252,12.93734,9.13133,9.15605,11.10343,8.51577,7.91135,8.99128,0,-0.081221325,1.386661104,1.062742058,-0.04738507,-0.315828402,0.268014032,-0.276248362,-0.170068095,0.24310672
158,11,5034,503405,50340508,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20.655,169.636,50.139,55.392,10.496,29.528,28.681,27.888,35.166,53.369,160.057,37.992,18.279,50.168,2,11.48712,8.89725,12.93734,9.86638,8.82274,10.31153,8.99736,8.82228,7.28369,1,0.695589213,-0.200345413,1.062742058,0.355820286,-0.484273509,-0.115992741,-0.068139359,0.321309504,-0.611844078
158,10,5034,503405,50340523,1,0,0,0,1,1,1,0,1,0,0,0,1,1,111.823,42.45,169.487,266.551,27.409,41.408,39.839,43.377,90.783,37.591,136.256,85.763,158.984,129.384,1,10.84499,7.40784,11.18784,8.57095,7.98224,8.95449,8.51577,7.70526,8.52147,0,0.29614548,-1.067673559,0.103781045,-0.354776699,-0.909037579,-0.774046222,-0.276248362,-0.281238009,0.007883725
158,11,5034,503405,50340524,1,1,0,1,1,1,1,1,1,1,1,1,1,1,75.163,40.544,144.005,46.857,21.577,31.857,32.087,54.248,29.828,75.36,47.568,49.6,72.92,78.527,2,10.84499,9.40801,11.18784,8.76139,10.92487,8.15891,10.35323,8.57829,8.09086,1,0.29614548,0.097085465,0.103781045,-0.250312475,0.578081393,-1.159837494,0.517771383,0.189695417,-0.207712738
158,10,5035,503509,50350909,1,1,1,1,1,1,1,0,0,1,1,1,1,1,23.449,115.892,119.06,85.742,13.049,94.81,58.655,49.273,21.974,26.299,43.369,96.911,47.404,92.308,1,12.25657,9.40801,10.41803,9.13133,13.01885,12.25252,8.99736,8.82228,9.52551,0,1.174233693,0.097085465,-0.318178245,-0.04738507,1.636317524,0.825228759,-0.068139359,0.321309504,0.510583319
158,11,5035,503509,50350910,0,0,0,0,0,1,1,0,1,1,1,1,1,1,55.049,121.655,201.361,119.341,16.475,29.987,39.867,18.805,15.823,87.633,136.399,57.905,73.293,108.563,1,11.48712,9.40801,11.18784,8.76139,9.92675,14.67371,7.34181,7.10653,10.1686,0,0.695589213,0.097085465,0.103781045,-0.250312475,0.073660794,1.99930801,-0.783550518,-0.604207402,0.8325636
158,10,5036,503604,50360405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.834,52.692,180.516,42.737,157.409,54.218,54.285,89.737,20.279,89.145,68.575,53.737,45.34,117.786,1,10.23835,8.46096,8.50552,9.13133,10.92487,10.31153,11.41779,6.48714,10.1686,0,-0.081221325,-0.454410175,-1.366490635,-0.04738507,0.578081393,-0.115992741,0.977798627,-0.938321298,0.8325636
158,11,5036,503604,50360406,1,1,1,1,1,1,1,1,1,1,1,0,1,1,24.984,56.979,202.749,33.943,32.962,26.727,19.803,48.661,95.594,96.882,65.342,74.82,30.832,150.521,1,11.48712,8.89725,10.41803,11.42832,9.52219,11.61733,11.75008,7.91135,8.52147,0,0.695589213,-0.200345413,-0.318178245,1.212609039,-0.130791975,0.517213527,1.121390771,-0.170068095,0.007883725
158,11,5036,503604,50360422,1,1,1,1,0,1,1,1,1,1,1,1,1,1,50.191,48.78,145.834,30.073,93.918,28.078,15.686,38.501,25.347,44.418,75.403,28.23,85.11,67.368,1,10.23835,10.00496,12.93734,8.57095,10.92487,10.31153,7.678,7.50425,9.52551,0,-0.081221325,0.444707367,1.062742058,-0.354776699,0.578081393,-0.115992741,-0.638273071,-0.389667648,0.510583319
158,11,5036,503604,50360438,1,1,0,1,1,1,1,1,1,1,1,1,1,1,25.137,81.361,134.251,108.693,18.272,29.489,26.388,80.581,25.313,46.823,43.673,44.389,52.272,59.06,1,10.23835,11.62252,12.93734,8.57095,10.92487,11.10343,8.76168,7.91135,8.99128,0,-0.081221325,1.386661104,1.062742058,-0.354776699,0.578081393,0.268014032,-0.16998352,-0.170068095,0.24310672
158,11,5037,503704,50370401,0,0,0,0,0,0,1,1,0,0,1,0,0,0,58.759,68.684,138.066,55.739,51.029,14.751,48.673,50.017,43.764,41.553,50.344,79.912,66.352,81.151,1,7.34568,8.89725,12.93734,10.05658,8.51896,10.31153,9.6723,7.50425,5.9732,0,-1.88063718,-0.200345413,1.062742058,0.46015286,-0.637795019,-0.115992741,0.223521786,-0.389667648,-1.267976096
158,10,5037,503704,50370416,0,1,0,0,0,0,0,1,0,0,1,0,0,0,44.72,115.058,104.384,50.668,7.096,4.451,12.281,29.07,5.754,29.116,78.136,159.243,11.2,19.693,2,9.03613,7.73555,7.06124,9.31385,13.01885,9.19981,6.49606,9.65438,8.99128,1,-0.829074944,-0.87683819,-2.158150087,0.052734706,1.636317524,-0.655086073,-1.149023616,0.770164301,0.24310672
158,10,5038,503805,50380513,1,1,1,1,0,1,1,0,1,0,1,1,1,1,21.308,56.805,126.622,52.376,22.931,48.6,33.207,95.421,58.912,56.792,69.448,54.898,68.529,108.465,1,11.48712,8.89725,9.92809,9.13133,13.01885,13.1082,11.75008,7.70526,8.99128,0,0.695589213,-0.200345413,-0.586731179,-0.04738507,1.636317524,1.240163619,1.121390771,-0.281238009,0.24310672
158,11,5038,503805,50380514,1,1,0,0,1,1,1,0,1,1,1,1,0,0,26.749,63.534,277.531,99.432,14.401,33.397,50.886,29.396,43.03,37.258,57.262,84.237,36.849,80.488,1,9.03613,8.89725,7.34528,9.86638,8.82274,10.31153,9.22591,7.10653,8.09086,0,-0.829074944,-0.200345413,-2.002458012,0.355820286,-0.484273509,-0.115992741,0.030623723,-0.604207402,-0.207712738
158,10,5039,503905,50390502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36.602,74.67,402.624,61.425,23.402,81.496,67.89,82.318,23.409,136.398,99.21,53.072,238.353,125.455,1,12.25657,10.00496,10.41803,11.42832,13.01885,13.1082,9.45004,12.04145,9.52551,0,1.174233693,0.444707367,-0.318178245,1.212609039,1.636317524,1.240163619,0.127476795,2.057807396,0.510583319
158,11,5039,503905,50390503,1,1,1,0,1,1,1,1,1,1,1,1,1,1,20.431,50.985,72.616,26.344,24.2,26.395,16.757,55.361,23.568,49.056,37.008,24.297,48.496,65.519,1,12.25657,9.40801,9.92809,9.86638,9.52219,9.71101,9.6723,12.04145,8.99128,0,1.174233693,0.097085465,-0.586731179,0.355820286,-0.130791975,-0.407195857,0.223521786,2.057807396,0.24310672
158,10,5039,503905,50390518,1,1,1,0,1,1,1,1,1,1,1,1,1,1,13.719,31.287,83.849,32.303,14.826,22.631,12.04,50.721,9.007,52.849,36.36,69.319,147.475,172.729,2,10.84499,13.27199,8.22128,9.31385,13.01885,9.19981,10.59469,7.91135,8.99128,1,0.29614548,2.347196992,-1.522292337,0.052734706,1.636317524,-0.655086073,0.62211325,-0.170068095,0.24310672
158,11,5039,503905,50390519,1,1,1,1,0,1,1,1,1,1,1,1,1,1,31.838,54.674,79.459,22.182,19.486,27.15,22.075,89.587,13.519,49.148,65.935,27.627,186.278,70.633,2,13.51543,3.9244,8.09367,7.13627,9.52219,9.45061,9.45004,8.82228,11.02143,1,1.957320822,-3.096185222,-1.592239759,-1.141758074,-0.130791975,-0.533468573,0.127476795,0.321309504,1.259555846
158,10,5040,504010,50401015,1,1,0,1,1,1,1,1,1,0,1,1,1,1,18.455,50.39,83.705,27.207,42.961,48.767,36.435,72.037,42.825,71.97,45.871,22.128,65.864,265.414,2,10.84499,7.73555,8.22128,8.57095,8.24029,10.67499,9.22591,7.91135,6.44721,1,0.29614548,-0.87683819,-1.522292337,-0.354776699,-0.778626671,0.060255651,0.030623723,-0.170068095,-1.030650258
158,11,5040,504010,50401016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.051,52.211,64.121,37.223,15.288,64.12,17.536,52.777,22.383,109.929,59.792,115.439,29.311,52.154,2,9.64761,8.08091,9.56975,10.45644,9.92675,8.70559,10.59469,7.91135,6.44721,1,-0.448697366,-0.675724696,-0.783149635,0.679492624,0.073660794,-0.894742377,0.62211325,-0.170068095,-1.030650258
158,10,5041,504109,50410908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.234,28.581,94.969,62.517,43.719,81.426,15.417,61.059,15.804,48.927,61.105,145.689,63.358,159.587,1,13.51543,10.00496,12.93734,13.84849,8.82274,14.67371,12.13375,13.48293,7.68313,0,1.957320822,0.444707367,1.062742058,2.540172477,-0.484273509,1.99930801,1.287185703,2.835376453,-0.411853714
158,11,5041,504109,50410909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.9,157.735,65.622,24.936,74.4,59.734,37.079,105.721,11.967,51.539,60.082,42.16,77.304,90.143,1,13.51543,10.00496,12.93734,13.84849,13.01885,14.67371,12.13375,13.48293,9.52551,0,1.957320822,0.444707367,1.062742058,2.540172477,1.636317524,1.99930801,1.287185703,2.835376453,0.510583319
158,10,5041,504109,50410924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33.016,57.503,166.711,27.831,19.402,27.746,28.679,63.46,27.475,86.239,46.888,38.184,74.651,89.741,1,12.25657,10.00496,12.93734,10.05658,8.82274,12.25252,10.84951,8.57829,8.09086,0,1.174233693,0.444707367,1.062742058,0.46015286,-0.484273509,0.825228759,0.732228361,0.189695417,-0.207712738
158,11,5041,504109,50410925,1,1,1,0,1,1,1,1,1,1,1,1,1,1,33.082,37.52,125.199,27.04,15.946,53.237,26.12,78.801,344.365,149.394,97.5,51.223,57.48,78.541,1,13.51543,10.70956,12.93734,12.15847,7.98224,10.67499,14.06165,13.48293,10.1686,0,1.957320822,0.855017095,1.062742058,1.613126542,-0.909037579,0.060255651,2.120287194,2.835376453,0.8325636
158,10,5041,504109,50410940,1,1,1,1,0,1,1,1,1,1,1,1,1,1,27.961,37.039,85.496,34.72,27.351,16.968,20.968,54.64,12.408,86.776,84.391,38.823,38.737,40.105,1,13.51543,8.89725,7.44254,6.74882,7.50516,10.31153,5.90622,7.50425,9.52551,0,1.957320822,-0.200345413,-1.949146467,-1.354290439,-1.150139831,-0.115992741,-1.403910583,-0.389667648,0.510583319
158,11,5041,504109,50410941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.087,58.033,93.063,27.871,48.097,41.223,14.208,44.128,8.824,53.672,36.655,29.835,63.621,71.935,1,11.48712,13.27199,9.56975,9.86638,9.52219,11.10343,11.12082,8.34615,9.52551,0,0.695589213,2.347196992,-0.783149635,0.355820286,-0.130791975,0.268014032,0.849469279,0.064473505,0.510583319
158,10,5042,504207,50420701,1,1,1,1,1,1,1,0,0,1,1,1,1,1,13.325,31.695,89.416,20.335,13.465,33.186,17.533,60.416,13.109,42.098,37.293,18.295,87.195,34.124,2,10.23835,8.89725,12.93734,8.94763,8.51896,9.99445,9.6723,6.7011,10.1686,1,-0.081221325,-0.200345413,1.062742058,-0.148152125,-0.637795019,-0.269750624,0.223521786,-0.822906117,0.8325636
158,11,5042,504207,50420702,0,0,0,1,1,0,1,0,1,1,1,0,0,1,14.857,81.241,114.596,104.679,32.162,62.842,41.631,26.934,35.934,61.969,60.419,57.95,119.983,150.127,2,9.64761,8.46096,12.93734,9.31385,8.82274,14.67371,8.76168,8.82228,6.87554,1,-0.448697366,-0.454410175,1.062742058,0.052734706,-0.484273509,1.99930801,-0.16998352,0.321309504,-0.816195338
158,10,5042,504207,50420717,1,1,0,1,0,1,1,0,0,0,1,1,1,1,23.143,59.119,142.648,153.497,41.961,86.1,19.488,75.055,15.89,52.886,42.353,31.3,66.958,80.576,1,10.23835,10.70956,9.92809,8.57095,10.38389,10.31153,7.14599,7.50425,9.52551,0,-0.081221325,0.855017095,-0.586731179,-0.354776699,0.304685954,-0.115992741,-0.868170018,-0.389667648,0.510583319
158,11,5042,504207,50420718,0,0,0,0,0,1,0,1,0,0,1,1,0,1,36.463,196.971,124.694,161.231,32.304,79.137,35.065,89.707,37.337,35.427,80.19,61.166,76.081,67.541,1,9.03613,8.08091,11.18784,6.198,8.24029,9.99445,8.25602,8.12441,8.99128,0,-0.829074944,-0.675724696,0.103781045,-1.656438012,-0.778626671,-0.269750624,-0.388493869,-0.055138395,0.24310672
158,10,5043,504314,50431404,1,1,1,1,0,1,1,1,0,1,1,1,1,1,11.853,22.063,32.369,29.97,12.223,23.679,9.488,22.784,51.407,121.385,36.448,42.088,141.752,69.546,2,13.51543,7.40784,11.18784,13.84849,10.92487,11.10343,11.12082,10.34734,7.68313,1,1.957320822,-1.067673559,0.103781045,2.540172477,0.578081393,0.268014032,0.849469279,1.143963628,-0.411853714
158,10,5044,504406,50440605,1,1,1,0,1,0,1,1,1,1,1,1,1,1,25.266,33.047,170.266,42.295,7.607,4.576,6.168,26.759,14.393,14.496,6.296,7.944,15.216,123.672,2,10.23835,8.89725,12.93734,10.67004,13.01885,10.31153,8.51577,10.34734,10.1686,1,-0.081221325,-0.200345413,1.062742058,0.796661067,1.636317524,-0.115992741,-0.276248362,1.143963628,0.8325636
158,11,5044,504406,50440606,1,1,1,0,1,1,1,1,1,1,1,1,1,1,50.651,54.079,69.49,177.032,26.553,26.518,64.367,45.233,18.495,108.991,50.707,53.526,81.753,61.8,2,9.03613,8.08091,9.05015,10.67004,8.82274,10.31153,10.59469,9.65438,7.68313,1,-0.829074944,-0.675724696,-1.067960234,0.796661067,-0.484273509,-0.115992741,0.62211325,0.770164301,-0.411853714
158,10,5044,504406,50440621,1,1,1,1,0,1,1,1,1,0,1,1,1,1,47.404,44.456,110.472,88.934,297.232,42.973,16.023,33.294,38.356,84.956,70.963,55.849,71.158,319.767,1,12.25657,10.70956,9.92809,8.37412,8.82274,9.71101,8.51577,7.70526,6.44721,0,1.174233693,0.855017095,-0.586731179,-0.462746103,-0.484273509,-0.407195857,-0.276248362,-0.281238009,-1.030650258
158,11,5044,504406,50440622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.127,51.264,135.668,38.002,65.538,69.338,22.326,97.12,21.485,99.914,77.64,58.352,107.153,112.251,1,11.48712,8.89725,9.92809,9.86638,8.82274,9.99445,10.12116,7.10653,6.87554,0,0.695589213,-0.200345413,-0.586731179,0.355820286,-0.484273509,-0.269750624,0.417487207,-0.604207402,-0.816195338
158,10,5045,504516,50451604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.328,56.3,187.228,142.797,11.707,48.343,19.944,124.071,12.973,53.714,51.619,32.448,111.589,172.196,2,13.51543,9.40801,9.56975,12.72711,13.01885,13.1082,13.19086,10.34734,8.52147,1,1.957320822,0.097085465,-0.783149635,1.925049123,1.636317524,1.240163619,1.743993586,1.143963628,0.007883725
158,11,5045,504516,50451605,0,1,0,0,0,0,0,0,1,1,1,0,1,0,51.061,132.315,51.545,39.887,4.83,6.032,9.095,19.736,8.432,33.304,82.876,65.624,11.264,44.1,2,8.3581,8.89725,9.56975,6.198,7.50516,10.31153,5.04751,7.50425,7.28369,1,-1.25085065,-0.200345413,-0.783149635,-1.656438012,-1.150139831,-0.115992741,-1.774984073,-0.389667648,-0.611844078
158,10,5045,504516,50451620,0,0,1,0,1,0,0,1,1,0,1,0,0,1,12.232,45.547,136.146,20.876,12.304,2.992,2.071,38.705,8.678,6.924,59.472,41.832,4.126,25.016,1,10.26525,8.08091,7.64418,7.95043,8.82274,10.67499,6.95612,8.57829,6.44721,0,-0.064487896,-0.675724696,-1.83862066,-0.695157608,-0.484273509,0.060255651,-0.95021835,0.189695417,-1.030650258
158,11,5045,504516,50451621,1,1,1,1,1,1,1,1,1,0,1,0,0,1,20.314,25.577,100.584,126.207,14.782,106.795,36.598,62.81,21.069,22.903,28.057,39.984,163.42,57.125,1,7.34568,7.73555,9.92809,8.37412,11.65115,8.70559,8.25602,8.34615,12.56518,0,-1.88063718,-0.87683819,-0.586731179,-0.462746103,0.945122022,-0.894742377,-0.388493869,0.064473505,2.032475748
158,10,5046,504617,50461705,1,1,1,0,1,1,1,1,1,0,1,0,1,1,17.472,86.055,124.505,34.688,17.192,51.092,34.702,86.61,7.786,71.043,43.977,96.515,79.227,75.857,1,12.25657,8.89725,10.41803,10.25252,10.92487,13.1082,9.89515,8.57829,7.68313,0,1.174233693,-0.200345413,-0.318178245,0.567634062,0.578081393,1.240163619,0.319821733,0.189695417,-0.411853714
